,model,output,interpretable,attributable,cells,reasoning,id,set,language,lang
12,mt5_xxl,Asilimia kumi na nne ya wanawake ambao wameolewa na umri wa miaka 15-49 wanafikia vyanzo vyote vitatu vya vyombo vya habari angalau mara moja kwa wiki.,1.0,1.0,3.0,0.0,FR346-sw-10,dev,,sw
13,reference,"Huku 14% ya wanawake na 12% ya wanaume waliweza kufikia njia zote za vyombo vya habari angalau mara moja kwa wiki, 22% ya wanawake na 27% ya wanaume hawakuweza kufikia aina yoyote ya vyombo vya habari",1.0,1.0,8.0,1.0,FR346-sw-10,dev,,sw
14,ssa_mt5,"Kwa jumla, 56% ya wanawake wanafikia vyanzo vitatu vya vyombo vya habari angalau mara moja.",1.0,0.0,,,FR346-sw-10,dev,,sw
26,mt5_xxl,"Asilimia ya watu walio na ufikiaji wa ITN katika kaya inatofautiana kulingana na ukanda, kuanzia chini ya idadi ya watu katika ukanda wa Kati 1 hadi zaidi ya idadi ya watu katika ukanda wa Kusini Magharibi (90%), na kisha hadi idadi ya juu ya watu katika ukanda wa Mashariki ya Kati (67%)",0.0,,,,MIS21-sw-4,test,,sw
27,ssa_mt5,"Asilimia ya watu walio na ufikiaji wa ITN katika kaya zinaonekana kupungua kadri ambavyo utajiri unavyoongezeka, kutoka 16% katika tabaka la juu zaidi hadi 75% katika tabaka la juu zaidi.",0.0,,,,MIS21-sw-4,test,,sw
28,mt5_small,"Huku kuna tofauti kubwa katika maeneo ya vijijini, asilimia ya watu wanao na ufikiaji wa ITN katika kaya zinamiliki angalau mara moja katika maeneo ya mjini, na asilimia ya watu wanao na ufikiaji wa ITN katika kaya za vijijini.",0.0,,,,MIS21-sw-4,test,,sw
29,reference,Walio katika tabaka la juu zaidi la utajiri walikuwa na ufikiaji wa chini zaidi (asilimia 76) huku walio katika tabaka la pili la utajiri walikuwa na ufikiaji wa juu zaidi (asilimia 82).,1.0,1.0,5.0,1.0,MIS21-sw-4,test,,sw
9,ssa_mt5,Ufikiaji wa IPT katika maeneo ya Zanzibar umeongezeka kutoka asilimia 26 mwaka wa 2010 hadi asilimia 8 mwaka wa 2015.,0.0,,,,MIS22-sw-8,dev,,sw
10,mt5_small,Asilimia ya ITN katika maeneo ambayo ugonjwa umeenea umeenea katika maeneo ya ambayo ugonjwa umeenea umeenea katika maeneo ya utafiti wa KMIS wa 2007 na asilimia ya juu ya asilimia ya juu ya asilimia ya juu ya asilimia ya juu ya asilimia ya juu ya asilimia ya juu ya asilimia ya juu ya asilimia ya 2010 na asilimia ya 2015.,0.0,,,,MIS22-sw-8,dev,,sw
11,mt5_xxl,Asilimia ya wanawake wanaopokea dozi moja au zaidi ya chanjo iliongezeka kutoka 26% mnamo 2007 hadi 77% mwaka wa 2015.,1.0,1.0,7.0,1.0,MIS22-sw-8,dev,,sw
12,reference,Zaidi ya nusu ya wanawake walipokea dozi mbili au zaidi mwaka wa 2015 ikilinganishwa na asilimia 14 ya 2007.,1.0,1.0,5.0,1.0,MIS22-sw-8,dev,,sw
12,mt5_xxl,"Kuzaa katika kituo cha afya kunaongezeka kadri ambavyo utajiri wa kaya unavyoongezeka, kutoka 12% katika tabaka la chini hadi 86% katika tabaka la juu.",1.0,1.0,11.0,1.0,SR238-sw-16,dev,,sw
13,reference,"Kwa kigezo cha mkoa, uzazi wa kituo cha afya unaanzia 17% katika Bié hadi 86% katika Zaire.",1.0,0.0,,,SR238-sw-16,dev,,sw
14,mt5_small,6% pekee ya watoto wanaozaliwa katika kaya maskini zaidi hadi kaya tajiri zaidi.,0.0,,,,SR238-sw-16,dev,,sw
15,ssa_mt5,"Kwa jumla, 56% ya watoto wanaozaliwa katika kituo cha afya zaidi ya kaya zinapatikana sana.",0.0,,,,SR238-sw-16,dev,,sw
9,mt5_xxl,"Asilimia hamsini na tatu ya kaya zina ufikiaji wa chanzo cha maji kilichoboreshwa, huku 32% zina ufikiaji wa chanzo cha maji kilichoboreshwa katika maeneo ya vijijini.",1.0,0.0,,,SR238-sw-1,test,,sw
10,ssa_mt5,.,0.0,,,,SR238-sw-1,test,,sw
11,mt5_small,.,0.0,,,,SR238-sw-1,test,,sw
12,reference,Theluthi moja (32%) ya kaya nchini Angola hutumia vyoo vilivyoboreshwa.,1.0,0.0,,,SR238-sw-1,test,,sw
17,ssa_mt5,Ufikiaji wa ITN huanzia 63% katika Alibori hadi 83% katika Mono.,1.0,0.0,,,OD78-sw-8,dev,,sw
18,mt5_small,Huku zaidi ya robo tatu ya kaya zinamiliki angalau ITN moja kwa kila watu wawili waliokaa katika kaya hiyo usiku wa kabla ya utafiti.,0.0,,,,OD78-sw-8,dev,,sw
19,reference,"Umiliki wa angalau ITN moja katika kaya za kila watu wawili upo chini kwa kiasi kikubwa katika Alibori, Borgou, na Ouémé zaidi ya idara zote.",1.0,1.0,24.0,1.0,OD78-sw-8,dev,,sw
20,mt5_xxl,Ufikiaji kamili wa ITN unaanzia idadi ya chini ya 44% katika Alibori hadi idadi ya juu ya 73% katika Mono.,1.0,1.0,24.0,1.0,OD78-sw-8,dev,,sw
10,reference,"Mnamo 2007, 86.7% ya wanawake ambao wameolewa walio na umri wa chini ya miaka 20 walikuwa na uchunguzi wa kabla ya ndoa; mnamo 2012 95.7% ya wanawake katika kikundi sawa cha wanarika walifanya uchunguzi huo.",1.0,1.0,5.0,1.0,TR8-sw-22,dev,,sw
11,mt5_xxl,Asilimia ya wanawake ambao wameolewa walio na umri wa miaka 15-24 ambao walikuwa na uchunguzi wa afya wa kabla ya ndoa iliongezeka pakubwa kutoka 11% mnamo 2002 hadi 87% mwaka wa 2012.,1.0,0.0,,,TR8-sw-22,dev,,sw
12,ssa_mt5,"Kwa jumla, uchunguzi wa afya wa kabla ya ndoa umehitajika kutoka 30.8% mnamo 1990 hadi 5.5% mnamo 2012.",1.0,0.0,,,TR8-sw-22,dev,,sw
13,mt5_small,Asilimia ya wanawake ambao wameolewa walio na umri wa miaka 15-49 ambao walikuwa na uchunguzi wa afya wa kabla ya ndoa ilipungua kutoka 30.8% mnamo 2007 hadi 5.5% mwaka wa 2012.,1.0,1.0,2.0,1.0,TR8-sw-22,dev,,sw
10,ssa_mt5,"Kwa jumla, asilimia ya wanawake walioolewa walio na umri wa miaka 15-49 ambao walikuwa na uchunguzi wa afya wa kabla ya ndoa ya kwanza iliongezeka kutoka asilimia 20 mwaka wa 1990 hadi asilimia 8 mwaka wa 2012.",1.0,0.0,,,TR8-sw-23,test,,sw
11,reference,"Kwa wanawake ambao wameolewa ambao umri wao wakati wa ndoa ya kwanza ulikuwa zaidi ya miaka 30, asilimia ya waliokuwa na uchunguzi wa afya wa kabla ya ndoa ilikuwa 10.1% mwaka wa 2002, 28.6% mwaka wa 2007, na 68.8% mwaka wa 2012.",1.0,1.0,7.0,1.0,TR8-sw-23,test,,sw
12,mt5_xxl,Asilimia ya wanawake ambao wameolewa walio na umri wa miaka 15-49 ambao walikuwa na uchunguzi wa afya wa kabla ya ndoa iliongezeka pakubwa kutoka chini ya 5% mnamo 2002 hadi 68% mwaka wa 2012.,1.0,0.0,,,TR8-sw-23,test,,sw
13,mt5_small,Asilimia ya wanawake ambao wameolewa walio na umri wa miaka 15-49 ambao walikuwa na uchunguzi wa afya wa kabla ya ndoa ilipungua kutoka 5.5% mnamo 2002 hadi 28.3% mwaka wa 2012.,0.0,,,,TR8-sw-23,test,,sw
8,reference,. Kielelezo cha 5.2 kinaonyesha kuwa wahojiwa wengi wa EHIS waliokuwa na matokeo ya juu ya shinikizo la damu wakati wa uchunguzi huu hawakuwa wameambiwa hapo nyuma kuwa shinikizo lao lilikuwa juu sana; asilimia 73 ya wanaume na asilimia 47 ya wanawake walioainishwa kama watu walio na shinikizo la damu kamwe hawajawahi kuambiwa awali na mhudumu wa afya kuwa walikuwa na shinikizo la damu la juu.,0.0,,,,FR313-sw-5,dev,,sw
9,mt5_small,Ụmụ nwanyị katika umri wa miaka 15-49 ambao wameolewa ndio wanajua kuwa huwa wanajua kuwa huwa wanajua kuwa huwa wanajua kuwa huwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wanajua kuwa wana,0.0,,,,FR313-sw-5,dev,,sw
10,mt5_xxl,Ufahamu wa hali ya matibabu miongoni mwa wanawake na wanaume walio na shinikizo la damu unatofautiana kidogo kulingana na jinsia.,1.0,1.0,3.0,1.0,FR313-sw-5,dev,,sw
11,ssa_mt5,Ufuatiliaji uzazi na kuongezeka kwa jumla ya wanawake na wanaume na idadi ya juu ya wanawake na idadi ya juu ya wanaume na idadi ya juu ya wanaume,0.0,,,,FR313-sw-5,dev,,sw
11,mt5_small,"3% pekee ya wanawake ambao wameolewa wanatumia njia yoyote ya kisasa, ikifuatwa na sindano, na 3% wanatumia njia ya kisasa.",0.0,,,,SR238-sw-7,dev,,sw
12,ssa_mt5,"Utumiaji wa njia yoyote ya kisasa unaanzia 13% katika kanda za Katavi, Iringa, Pemba na Unguja hadi 1% katika kanda za Mara na Mtwara.",1.0,0.0,,,SR238-sw-7,dev,,sw
13,reference,Zaidi ya robo moja (27%) wanatumia njia ya kisasa ya upangaji uzazi.,1.0,1.0,4.0,1.0,SR238-sw-7,dev,,sw
14,mt5_xxl,"Utumiaji wa njia za kisasa za upangaji uzazi miongoni mwa wanawake ambao wameolewa ni juu kiasi (13%), ikifuatwa na sindano (5%) na kondomu ya mwanaume (3%).",1.0,1.0,6.0,1.0,SR238-sw-7,dev,,sw
9,reference,"Kwa jinsia zote mbili, mahudhurio ya shule ya sekondari yapo juu zaidi katika maeneo ya mjini zaidi ya maeneo ya vijijini.",1.0,1.0,8.0,1.0,SR238-sw-26,dev,,sw
10,mt5_small,.,0.0,,,,SR238-sw-26,dev,,sw
11,ssa_mt5,"Ufikiaji wa maeneo ya vijijini, ufikiaji wa maeneo ya vijijini (asilimia 47) wanahudhuria shule ya sekondari.",0.0,,,,SR238-sw-26,dev,,sw
12,mt5_xxl,Asilimia ya wasichana na wavulana walio na umri wa miaka 12-18 wanahudhuria shule ya sekondari kwa jumla.,1.0,0.0,,,SR238-sw-26,dev,,sw
12,ssa_mt5,Ufikiaji wa chanjo miongoni mwa watoto wa miezi 12-23 umeongezeka kutoka asilimia 42 mwaka wa 2003 hadi asilimia 23 mwaka wa 2013.,1.0,1.0,4.0,1.0,FR293-sw-21,test,,sw
13,mt5_small,"29% ya watoto wa miezi 12-23 wamedumaa, na 43% walidumaa na 43% walidumaa.",0.0,,,,FR293-sw-21,test,,sw
14,mt5_xxl,Ufikiaji wa chanjo miongoni mwa watoto wa miezi 12-23 umeongezeka pakubwa kutoka asilimia 48 mnamo 2003 hadi asilimia 54 mwaka wa 2013.,1.0,1.0,4.0,1.0,FR293-sw-21,test,,sw
15,reference,"Ongezeko kidogo zaidi katika ufikiaji ni kwa chanjo ya BCG, kutoka asilimia 48 mnamo 2003 hadi asilimia 51 mwaka wa 2013.",1.0,1.0,11.0,1.0,FR293-sw-21,test,,sw
14,ssa_mt5,"Viwango vya utunzaji wa ujauzito vilikuwa juu zaidi katika vituo vya afya vya umma, lakini chini ya nusu ya vituo vilikuwa na kupimwa magonjwa ya chuma.",0.0,,,,FR229-sw-17,dev,,sw
15,mt5_small,"Huku kunaonekana kuwa zaidi ya robo tatu ya kaya zinasema kuwa magonjwa ya magonjwa ya chuma zinatumika na mtu kuugua magonjwa ya chuma, na zaidi ya robo tatu zinasema kuwa magonjwa ya chuma wanatumika na mtu kuugua magonjwa ya chuma.",0.0,,,,FR229-sw-17,dev,,sw
16,reference,Asilimia hamsini na tatu ya wajawazito walisema kuwa awalipewa taarifa kuhusu kunyonyesha.,1.0,1.0,3.0,0.0,FR229-sw-17,dev,,sw
17,mt5_xxl,"Asilimia hamsini na moja ya wanawake walio na umri wa miaka 15-49 walifahamu dalili za matatizo ya ujauzito, na asilimia 43 walifahamishwa kuhusu dalili za matatizo ya ujauzito.",1.0,1.0,4.0,0.0,FR229-sw-17,dev,,sw
9,reference,Inafaa kukumbukwa kuwa mabadiliko katika ufikiaji wa kijiografia ya tafiti mbalimbali sawa na marekebisho yaliyofanywa katika tafiti za 2003 na 2008-09 yalifanya milingano kuwa vigumu kufasiri.,1.0,1.0,8.0,1.0,FR229-sw-20,dev,,sw
10,mt5_xxl,Ufikiaji wa chanjo umepungua pakubwa kutoka 79% mnamo 1993 hadi 65% mwaka wa 1998 na kisha hadi 57% mwaka wa 2008.,1.0,1.0,6.0,1.0,FR229-sw-20,dev,,sw
11,ssa_mt5,"Ufikiaji wa chanjo kamili huongezeka kwa haraka tangu 1990, kutoka asilimia 79 mwaka wa 2003.",0.0,,,,FR229-sw-20,dev,,sw
12,mt5_small,29% ya watoto walio na umri wa miezi 12-23 waliopokea chanjo kamili ilipungua pakubwa kutoka asilimia 79 mwaka wa 1993 hadi asilimia 77 mwaka wa 1998.,0.0,,,,FR229-sw-20,dev,,sw
7,ssa_mt5,Asilimia ya wanawake walio na ushauri walitibiwa kwa dawa ya kuua wadudu hata kama hii inapendekezwa kuwa kutumia dawa ya kuua wadudu hata kama hii inapendekezwa.,0.0,,,,FR302-FR306-sw-14,test,,sw
8,mt5_small,"Huku kunapendekezwa kuwa asilimia 56 ya watoto wagonjwa walio na uwezekano mkubwa wa kupokea chumvi ya kua damu, na asilimia 39 walipokea chumvi ya kuua damu.",0.0,,,,FR302-FR306-sw-14,test,,sw
9,reference,"Taratibu za kula pia hazikufika upeo. Badala ya kuendelea kumlisha mtoto, ambayo ndiyo tabia inayopendekezwa, kina mama waliripoti kuwa zaidi ya nusu ya watoto (asilimia 57) walipewa chini ya kiasi cha kawaida cha chakula, na asilimia 9 hawakupewa chochote kabisa.",1.0,0.0,,,FR302-FR306-sw-14,test,,sw
10,mt5_xxl,"Asilimia hamsini na tatu ya watoto walioendesha walitibiwa kwa chumvi ya kurejesha maji/mchanganyiko wa nyumbani, asilimia 37 walitibiwa kwa dawa ya kuua wadudu waharibifu (IRS).",1.0,1.0,3.0,1.0,FR302-FR306-sw-14,test,,sw
17,reference,Kuenea kwa malaria ipo chini kwa kiasi kikubwa katika Littoral (17%) zaidi ya idara nyingine zote.,1.0,1.0,24.0,1.0,OD78-sw-43,dev,,sw
18,mt5_xxl,Kuenea kwa malaria huanzia 17% katika idara ya Kaskazini Mashariki hadi 51% katika idara ya Couffo,1.0,1.0,3.0,1.0,OD78-sw-43,dev,,sw
19,ssa_mt5,"Kwa jumla, idadi ya watoto walio na malaria huanzia 63% katika Donga hadi 83% katika Mono",1.0,0.0,,,OD78-sw-43,dev,,sw
20,mt5_small,"36% ya watoto wa miezi 6-59 walio na malaria hupitia kipimo cha hadubini, ikilinganishwa na 71% ya watoto wa miezi 6-59.",0.0,,,,OD78-sw-43,dev,,sw
11,mt5_xxl,Asilimia ya watoto wanaozaliwa chini ya miezi 36 baada ya mtoto aliyetangulia inaongezeka pakubwa kutoka 13% miongoni mwa watoto waliozaliwa miezi 48-59 hadi 24% miongoni mwa watoto waliozaliwa miezi 24-35 baada ya mtoto aliyetangulia.,1.0,1.0,7.0,1.0,FR346-sw-23,test,,sw
12,mt5_small,.,0.0,,,,FR346-sw-23,test,,sw
13,reference,Vipindi vifupi vya uzazi (vya chini ya miezi 24) vinahusishwa na ongezeko la hatari ya kifo cha mama na mtoto.,1.0,0.0,,,FR346-sw-23,test,,sw
14,ssa_mt5,Vipindi vya kuzaliwa vinaanzia chini ya 3% miongoni mwa watoto wa miezi 6-11 hadi 12% miongoni mwa watoto wa miezi 48-59.,1.0,0.0,,,FR346-sw-23,test,,sw
8,mt5_small,idadi ya wanawake waliozaa kwa upasuaji iliongezeka kutoka 79% mwaka wa 2008 hadi 75% mwaka wa 2014.,0.0,,,,FR302-FR306-sw-13,dev,,sw
9,mt5_xxl,Asilimia ya wanawake wanaopokea utunzaji wa kabla ya kuzaa iliongezeka kutoka 74% mnamo 2008 hadi 90% mwaka wa 2014.,1.0,1.0,5.0,1.0,FR302-FR306-sw-13,dev,,sw
10,reference,Viashirio vingi vya afya ya mama vilivyoonyeshwa katika kielelezo hicho viliongezeka sana katika miaka sita ya kati ya tafiti hizo.,1.0,1.0,17.0,1.0,FR302-FR306-sw-13,dev,,sw
11,ssa_mt5,"Kwa jumla, 81% ya wanawake walikuwa na homa hivi karibuni zaidi ya kupokea usaidizi wa kimatibabu.",0.0,,,,FR302-FR306-sw-13,dev,,sw
9,mt5_small,Asilimia ya wanawake waliokuwa na homa walipokea dawa za malaria iliongezeka kutoka asilimia 16 mwaka wa 2010 hadi asilimia 30 mwaka wa 2013.,1.0,1.0,2.0,1.0,MIS20-sw-10,dev,,sw
10,mt5_xxl,Asilimia ya watoto waliopokea dawa za malaria waliotumia ACT iliongezeka kutoka asilimia 12 mwaka wa 2010 hadi asilimia 18 mwaka wa 2013 kisha hadi asilimia 38 mwaka wa 2015.,1.0,1.0,7.0,1.0,MIS20-sw-10,dev,,sw
11,reference,Matumizi ya dawa ya SP kutibu malaria katika watoto ilipungua kutoka asilimia 31 mwaka wa 2013 hadi asilimia 14 mwaka wa 2015.,0.0,,,,MIS20-sw-10,dev,,sw
12,ssa_mt5,Asilimia ya wanawake wanaotumia dawa za malaria imeongezeka kwa asilimia 19.,1.0,0.0,,,MIS20-sw-10,dev,,sw
8,mt5_small,"Vifo vya watoto wachanga ni vifo 24 kwa kila watoto 1,000 waliozaliwa hai kwa kipindi cha miaka mitano kabla ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano baada ya kufikisha miaka mitano.",0.0,,,,SR238-sw-12,dev,,sw
9,ssa_mt5,Vifo vya watoto wachanga huongezeka kwa kipindi cha miaka mitano kabla ya utafiti.,1.0,0.0,,,SR238-sw-12,dev,,sw
10,mt5_xxl,"Vifo vya watoto wachanga na wa chini ya miaka 5 vinaonekana kuwa juu zaidi katika miaka ya kwanza ya maisha (vifo 68 kwa kila watoto 1,000 waliozaliwa hai).",1.0,0.0,,,SR238-sw-12,dev,,sw
11,reference,Hii inamaanisha kuwa mtoto 1 kati ya watoto 15 hufa kabla ya kufikisha miaka mitano.,0.0,,,,SR238-sw-12,dev,,sw
12,mt5_xxl,"34% ya wanawake ambao wameolewa wanatumia njia yoyote ya upangaji uzazi, na 29% wanatumia njia ya kisasa.",1.0,1.0,5.0,1.0,SR220-sw-4,test,,sw
13,ssa_mt5,"Utumiaji wa njia za kisasa unatofautiana kutoka 3% katika kanda za Katavi, IUD, na 6% katika kanda za Mara na Mtwara.",1.0,0.0,,,SR220-sw-4,test,,sw
14,reference,"Tembe, IUD, sindano, na LAM (njia ya kukosa hedhi wakati wa kunyonyesha) ndizo njia ambazo zinatumika zaidi.",1.0,1.0,5.0,1.0,SR220-sw-4,test,,sw
15,mt5_small,"6% pekee ya wanawake ambao wameolewa wanatumia njia yoyote ya kisasa, ikifuatwa na 6% ya wanawake ambao wameolewa wanatumia njia ya kisasa.",0.0,,,,SR220-sw-4,test,,sw
24,reference,"Wanachama wengi wa kaya katika kanda za Magharibi na Nyanza, ndani ya maeneo ambayo ugonjwa huo umeenea kila mara, walikuwa na ufikiaji wa ITN (asilimia 63 na asilimia 62, mtawalia).",1.0,1.0,5.0,1.0,FR308-sw-19,test,,sw
25,mt5_xxl,"Asilimia ya watu walio na ufikiaji wa ITN1 katika kaya inaongezeka kadri ambavyo utajiri wa kaya unavyoongezeka, kutoka asilimia 33 katika ukanda wa Kati hadi asilimia 63 katika ukanda wa Magharibi.",0.0,,,,FR308-sw-19,test,,sw
26,ssa_mt5,Asilimia ya watu wa kaya walio na ufikiaji wa ITN1+ ipo juu zaidi katika kaya katika kanda za mjini (asilimia 47) na chini zaidi katika kaya katika kanda za vijijini (asilimia 58).,0.0,,,,FR308-sw-19,test,,sw
27,mt5_small,"Kaskazini Mashariki, asilimia ya watu wa Kaskazini Mashariki wana ufikiaji wa ITN1 katika kaya, ikilinganishwa na asilimia ya watu wa Kaskazini Mashariki.",0.0,,,,FR308-sw-19,test,,sw
10,mt5_small,6% pekee ya wanawake ambao wameolewa wana anemia kiasi.,1.0,0.0,,,SR220-sw-15,dev,,sw
11,ssa_mt5,"Asilimia ya wanawake walio na anemia kali ipo juu miongoni mwa wanawake ambao hawana anemia kiasi (asilimia 99), ongezeko kutoka asilimia 93).",0.0,,,,SR220-sw-15,dev,,sw
12,mt5_xxl,Anemia kali inaonyesha kuwa 3% ya wanawake wa miaka 15-49 wana anemia kali.,1.0,1.0,3.0,0.0,SR220-sw-15,dev,,sw
13,reference,Anemia kidogo ndio njia ya kawaida zaidi ya anemia miongoni mwa wanawake.,1.0,1.0,7.0,1.0,SR220-sw-15,dev,,sw
17,mt5_small,.,0.0,,,,OD78-sw-32,test,,sw
18,mt5_xxl,"Utafutaji wa utunzaji unatofautiana pakubwa baina ya idara, kutoka 17% katika Alibori hadi 86% katika Donga.",1.0,1.0,25.0,1.0,OD78-sw-32,test,,sw
19,reference,"Kinyume chake, utafutaji wa utunzaji wa watoto walio na homa upo chini kitakwimu katika Alibori (17%) zaidi ya idara nyingine zote.",0.0,,,,OD78-sw-32,test,,sw
20,ssa_mt5,"Kwa jumla, utafutaji wa utunzaji huanzia 63% katika Donga hadi 86% katika Mono.",1.0,0.0,,,OD78-sw-32,test,,sw
25,ssa_mt5,"Kwa jumla, asilimia ya watoto walipokea chanjo wakati wa utafiti walipokea chanjo wakati wa ziara yao, asilimia 60 walipokea chanjo wakati wa ziara yao.",1.0,0.0,,,FR359-sw-54,dev,,sw
26,mt5_small,"Huku asilimia ya watoto waliopokea chanjo wakati wowote kabla ya utafiti, asilimia ya watoto waliopokea chanjo wakati wowote kabla ya utafiti.",0.0,,,,FR359-sw-54,dev,,sw
27,mt5_xxl,"31% ya watoto walio na umri wa miezi 12-23 wamepokea chanjo zote za msingi, na 19% hawakupokea chanjo yoyote ya umri wao.",1.0,1.0,5.0,1.0,FR359-sw-54,dev,,sw
28,reference,"50% pekee ya watoto ndio walipokea dozi ya tatu ya DPT-HepB-Hib, ikionyesha kiwango cha kuacha kutumia chanjo cha 30%.",1.0,1.0,3.0,1.0,FR359-sw-54,dev,,sw
13,ssa_mt5,"Kwa jumla, 83% ya watoto wa miezi 6-23 waliripoti kuwa wananyonyeshwa pekee kwa umri unaofaa.",1.0,0.0,,,FR308-sw-17,test,,sw
14,mt5_small,IPT wa IYCF huanzia asilimia 42 katika utafiti wa IYCF katika miezi 6 hadi asilimia 80 katika utafiti wa IYCF wa IYCF wa chini ya miezi 6 hadi asilimia 80 katika utafiti wa IYCF wa IYCF wa IYCF wa IYCF wa IYCF wa jumla.,1.0,0.0,,,FR308-sw-17,test,,sw
15,reference,viashiria vya lishe ya watoto wachanga na watoto wadogo (IYCF) vya hali ya kunyonya.,1.0,1.0,14.0,1.0,FR308-sw-17,test,,sw
16,mt5_xxl,"Kunyonyesha pekee katika miezi ya kwanza ya maisha ni kawaida zaidi miongoni mwa watoto wachanga (asilimia 61), ambayo inaongezeka kadri ambavyo umri unavyoongezeka.",1.0,1.0,3.0,1.0,FR308-sw-17,test,,sw
12,ssa_mt5,"Usambazaji wa kiwango cha juu zaidi cha elimu katika wanawake ambao wameolewa umeongezeka kutoka mwaka wa 1990 hadi mwaka wa 2012, kutoka mwaka wa 2012 hadi mwaka wa 2012",0.0,,,,TR8-sw-5,dev,,sw
13,mt5_xxl,Asilimia ya wanawake ambao wameolewa walio na umri wa miaka 15-49 walio na umri wa miaka 15-49 ambao hawana elimu ilipungua pakubwa kutoka 23% mnamo 1990 hadi 2% mwaka wa 2012,1.0,1.0,13.0,1.0,TR8-sw-5,dev,,sw
14,mt5_small,Asilimia ya wanawake wanaozingatia kuwa wana elimu ya sekondari ilipungua kutoka 30.8% mwaka wa 1990 hadi 5.5% mwaka wa 2012.,1.0,0.0,,,TR8-sw-5,dev,,sw
15,reference,"Kielelezo 5 kinaonyesha kuwa kando na mwaka wa 1990, zaidi ya nusu ya wanawake ambao wameolewa walio na miaka 15-49 kila mwaka wa utafiti walikuwa na elimu ya kiwango cha sekondari.",1.0,1.0,13.0,1.0,TR8-sw-5,dev,,sw
9,mt5_xxl,Asilimia ya kaya zilizo na angalau chandarua moja ya ITN ya Kulala chini yake iliongezeka kutoka asilimia 6 mnamo 2003 hadi asilimia 59 mwaka wa 2014.,1.0,1.0,7.0,1.0,FR308-sw-21,dev,,sw
10,reference,Asilimia ya kaya zinazomiliki angalau ITN moja iliongezeka kutoka asilimia 6 mwaka wa 2003 hadi asilimia 59 mwaka wa 2014.,1.0,1.0,7.0,1.0,FR308-sw-21,dev,,sw
11,ssa_mt5,"Asilimia ya wanawake wajawazito walio na umri wa chini ya miaka 5 wanalala chini ya ITN, asilimia 32 ya wanawake wajawazito wanalala chini ya ITN usiku wa chini ya miaka 5",0.0,,,,FR308-sw-21,dev,,sw
12,mt5_small,"Huku asilimia ya wanawake wajawazito, asilimia 56 ya wanawake wajawazito walilala chini ya ITN ya Kulala chini ya ITN ya Kulala chini ya miaka 5 usiku wa kabla ya utafiti.",0.0,,,,FR308-sw-21,dev,,sw
11,reference,"asilimia ya watoto walio na uzani mdogo kwa kimo ilipungua kutoka 19.6% mwaka wa 1990 hadi 7.7% mnamo 2012. Hata hivyo, ilivyoonyeshwa katika Jedwali 13, kupungua huku kulikuwa muhimu tu kutoka 1990 hadi 1997 na kutoka 2002 hadi 2009.",1.0,1.0,11.0,1.0,TR8-sw-28,dev,,sw
