bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
qwm	qwm	Kuman						Extinct	False							
qws	qws	Sihuas Ancash Quechua		10000	Latn	PE		Vulnerable	False	qu				sihu1235	Q42308366	
qwt	qwt	Kwalhioqua-Tlatskanai			Latn	US		Extinct	False					kwal1258		
qxa	qxa	Chiquián Ancash Quechua		190000	Latn	PE		Severely endangered	False	qu				chiq1249	Q25559677	
qxc	qxc	Chincha Quechua			Latn	PE		Extinct	False	qu				chin1483	Q25559686	
qxh	qxh	Panao Huánuco Quechua		190000	Latn	PE		Severely endangered	False	qu				pana1306	Q63308389	
qxl	qxl	Salasaca Highland Quichua		1200000	Latn	EC		Definitely endangered	False	qu				sala1272	Q12953847	
qxn	qxn	Northern Conchucos Ancash Quechua		250000	Latn	PE		Vulnerable	False	qu				nort2979	Q25559688	
qxo	qxo	Southern Conchucos Ancash Quechua	Huaylay	920000	Latn	PE		Vulnerable	False	qu				sout2992	Q12953840	
qxp	qxp	Puno Quechua		500000	Latn	PE		Not endangered	False	qu				puno1238	Q7260479	dialect of the Southern Quechua language
qxq	qxq	Qashqa'I	قاشقایجا	1500000	Arab	IR		Not endangered	False					qash1240	Q13192	Turkic language spoken by the Qashqai people, an ethnic group living mainly in the Fars region of Iran
qxr	qxr	Cañar Highland Quichua		200000	Latn	EC		Vulnerable	False	qu				cana1262	Q12953846	
qxs	qxs	Southern Qiang		81000	Latn	CN		Definitely endangered	False					sout2728	Q56563	
qxt	qxt	Santa Ana De Tusi Pasco Quechua			Latn	PE		Severely endangered	False	qu				sant1433	Q12953831	
qxu	qxu	Arequipa-La Unión Quechua		19000	Latn	PE		Not endangered	False	qu				areq1237	Q12953837	
qxw	qxw	Jauja Wanca Quechua		23000	Latn	PE		Severely endangered	False	qu				jauj1238	Q12953843	dialect of Wanka Quechua, a variety of the Quechua language spoken in Jauja
qyp	qyp	Quiripi			Latn	US		Extinct	False					wamp1250	Q3414714	
raa	raa	Dungmali		6300		NP		Definitely endangered	False					dung1252	Q56871	
rab	rab	Camling		77000	Deva	NP		Vulnerable	False					caml1239	Q3436664	Language in Nepal, Bhutan and India
rac	rac	Rasawa		200	Latn	ID		Definitely endangered	False					rasa1243	Q56443	language in Papua
rad	rad	Rade		180000	Latn	VN		Not endangered	False					rade1240	Q3429088	language at South East Asia
raf	raf	Western Meohang		4700		NP		Definitely endangered	False					west2422	Q17442461	Sino-Tibetan language
rag	rag	Logooli	Lulogooli	620000	Latn	KE		Not endangered	False	luy				logo1258	Q6667767	
rah	rah	Rabha		170000	Beng, Latn	IN		Not endangered	False					rabh1238	Q7278686	Tibeto-Burman language
rai	rai	Ramoaaina		10000	Latn	PG		Not endangered	False					ramo1244	Q3418509	
raj	raj	Rajasthani	राजस्थानी	19300000	Deva, Sind	IN, PK			True		bgq, gda, gju, hoj, mup, wbr					
rak	rak	Tulu-Bohuai		1400	Latn	PG		Not endangered	False					tulu1259	Q2908807	
ral	ral	Ralte			Latn	IN, MM		Severely endangered	False					ralt1242	Q7288392	
ram	ram	Canela		2500	Latn	BR		Definitely endangered	False					cane1242	Q2936334	
ran	ran	Riantana		1100	Latn	ID		Vulnerable	False					rian1263	Q7322169	language in Indonesia
rao	rao	Rao		6000	Latn	PG		Definitely endangered	False					raoo1244	Q11732596	language used in Papua New Guinea
rap	rap	Rapanui		2700	Latn	CL		Definitely endangered	False					rapa1244	Q36746	Eastern Polynesian language spoken on the island of Rapa Nui, also known as Easter Island
raq	raq	Saam		530		NP		Severely endangered	False				lii	saam1282	Q7395644	
rar	rar	Rarotongan	Māori Kūki 'Āirani	21700	Latn	CK, NZ		Vulnerable	False					raro1241	Q36745	Eastern Polynesian language of the Cook Islands
ras	ras	Tegali			Latn	SD		Vulnerable	False				tie	tega1236	Q36522	Rashad language spoken in Sudan
rat	rat	Razajerdi				IR		Definitely endangered	False					raza1238	Q7299461	
rau	rau	Raute			Deva, Latn	NP		Vulnerable	False					raut1239	Q7296262	
rav	rav	Sampang		18000	Deva	NP		Severely endangered	False					samp1249	Q3449115	
raw	raw	Rawang		63000	Latn	MM		Not endangered	False					rawa1265	Q542564	Sino-Tibetan language
rax	rax	Rang			Latn	NG		Not endangered	False					rang1269	Q3913345	
ray	ray	Rapa		300	Latn	PF		Critically endangered	False					rapa1245	Q36417	
raz	raz	Rahambuu		5000		ID		Definitely endangered	False					raha1237	Q3417555	
rbb	rbb	Rumai Palaung		140000	Mymr	MM		Severely endangered	False					ruma1248	Q12953797	Austro-Asiatic language spoken in Myanmar and China
rbk	rbk	Northern Bontok							False	bnc						
rbl	rbl	Miraya Bikol		300000	Latn	PH			False	bik						
rbp	rbp	Barababaraba			Latn	AU		Extinct	False					bara1404	Q4858065	Australian Indigenous language
rcf	rcf	Réunion Creole French	Kréol Réyoné	560000	Latn	RE		Not endangered	False					reun1238	Q13198	creole language spoken on Réunion
rdb	rdb	Rudbari		400000		IR		Definitely endangered	False					rudb1238	Q12953072	
rea	rea	Rerau		590	Latn	PG		Not endangered	False					rera1240	Q7314883	
reb	reb	Rembong				ID		Definitely endangered	False					remb1250	Q7311570	language spoken in Indonesia
ree	ree	Rejang Kayan				MY		Vulnerable	False					reja1241	Q3423957	Kayanic language spoken in Rajakng River
reg	reg	Kara		86000	Latn	TZ		Definitely endangered	False					kara1481	Q6367567	language spoken in Tanzania
rei	rei	Reli		13000		IN		Vulnerable	False					reli1238	Q7310982	
rej	rej	Rejang	ꤷꤼꥋ ꤺꤲ꥓	1200000	Latn, Rjng	ID		Not endangered	False					reja1240	Q3056339	Southwest Sumatran language spoken by Rejang ethnic group
rel	rel	Rendille		96000	Latn	KE		Not endangered	False					rend1243	Q3447297	
rem	rem	Remo			Latn	PE		Extinct	False					remo1248	Q3501825	
ren	ren	Rengao		18000		VN		Vulnerable	False					reng1252	Q6583692	
rer	rer	Rer Bare				ET		Extinct	False					rerb1235	Q12953857	
res	res	Reshe		44000	Latn	NG		Vulnerable	False					resh1242	Q36258	
ret	ret	Retta				ID		Vulnerable	False					rett1240	Q7317113	language spoken in Indonesia
rey	rey	Reyesano		250	Latn	BO		Critically endangered	False					reye1240	Q3111857	
rga	rga	Roria		75	Latn	VU		Severely endangered	False					rori1237	Q7366825	Oceanic language spoken in central Espiritu Santo Island in Vanuatu
rge	rge	Romano-Greek				GR		Critically endangered	False					roma1240	Q3915435	mixed language spoken by the Romani people in Greece that arose from language contact between Romani speaking people and the Greek language
rgk	rgk	Rangkas				IN		Extinct	False					rang1266	Q7292645	Language: None - Sino-Tibetan - Bodic
rgn	rgn	Romagnol	rumagnòl	430000	Latn	IT		Definitely endangered	False					roma1328	Q1641543	Romance language belonging to the Gallo-Italic family, spoken in the Emilia-Romagna region and in San Marino Republic
rgr	rgr	Resígaro			Latn	CO, PE		Critically endangered	False					resi1247	Q3450504	
rgs	rgs	Southern Roglai		20000		VN		Vulnerable	False					sout3010	Q12953069	
rgu	rgu	Ringgou		12000	Latn	ID		Vulnerable	False					ring1244	Q7334886	language spoken in Indonesia
rhg	rhg	Rohingya	Ruáingga	960000	Arab, Latn, Mymr, Rohg	MM		Not endangered	False					rohi1238	Q3241177	Eastern Indo-Aryan language
rhp	rhp	Yahang		1400	Latn	PG		Definitely endangered	False					yaha1247	Q8046792	
ria	ria	Riang		170000	Latn	IN		Definitely endangered	False					rian1262	Q12953063	Sino-Tibetan language
rif	rif	Tarifit	Tarifit	1700000	Latn, Tfng	MA		Severely endangered	False					tari1263	Q34174	Zenati Berber language of northern Morocco
ril	ril	Riang Lang		24000		CN, MM		Vulnerable	False					rian1261		
rim	rim	Nyaturu	Kinyaturu	600000	Latn	TZ		Not endangered	False					nyat1246	Q7193418	Bantu language spoken in Tanzania
rin	rin	Nungu			Latn	NG		Not endangered	False					nung1292	Q3913350	
rir	rir	Ribun		45000	Latn	ID		Not endangered	False					ribu1241	Q7322443	
rit	rit	Ritharrngu			Latn	AU		Definitely endangered	False					rita1239	Q7336730	
riu	riu	Riung		14000	Latn	ID		Not endangered	False					riun1237	Q7336938	language spoken in Indonesia
rjg	rjg	Rajong		6000	Latn	ID		Definitely endangered	False					rajo1237	Q7286370	language spoken in Indonesia
rji	rji	Raji		2900		NP		Definitely endangered	False					raji1240	Q7286138	
rjs	rjs	Rajbanshi		130000	Deva	NP		Not endangered	False					rajb1243	Q12640969	Indo-Aryan language spoken Nepal
rka	rka	Kraol		130000	Khmr	KH		Vulnerable	False					krao1238	Q3199593	Austro-Asiatic language
rkb	rkb	Rikbaktsa		40	Latn	BR		Definitely endangered	False					rikb1245	Q2585357	
rkh	rkh	Rakahanga-Manihiki		2800	Latn	CK		Definitely endangered	False					raka1237	Q3119695	
rki	rki	Rakhine	ရခိုင်ဘာသာ	1000000	Mymr	MM		Not endangered	False				ccq	rakh1245		
rkm	rkm	Marka		200000	Latn	BF		Not endangered	False					mark1256	Q36030	
rkt	rkt	Rangpuri	অংপুরি	16700000	Beng, Deva	BD, IN		Not endangered	False					rang1265	Q3241618	Indo-Aryan language spoken in India, Bangladesh, and Nepal
rkw	rkw	Arakwal			Latn	AU		Extinct	False					arak1254	Q34295800	
rm	roh	Romansh	rumantsch	42000	Latn	CH	Regional official [CH]	Vulnerable	False					roma1326	Q13199	Romance language spoken predominantly in the southeastern Swiss canton of Grisons (Graubünden)
rma	rma	Rama		740	Latn	NI		Critically endangered	False					rama1270	Q3444486	
rmb	rmb	Rembarrnga		51	Latn	AU		Severely endangered	False					remb1249	Q7311553	
rmc	rmc	Carpathian Romani		120000	Latn	UA		Not endangered	False	rom				carp1235	Q5045611	group of dialects of the Romani language
rmd	rmd	Traveller Danish				DK		Extinct	False					trav1237	Q12640779	Danish variant of Scandoromani
rme	rme	Angloromani		90000	Latn	GB		Not endangered	False					angl1239	Q541279	language used by descendants of Romanichal Travellers
rmf	rmf	Kalo Finnish Romani	kaalengo tšimb	5000	Latn	FI		Definitely endangered	False	rom				kalo1256	Q2093214	
rmg	rmg	Traveller Norwegian				NO		Severely endangered	False					trav1236	Q3177352	Norwegian variant of Scandoromani
rmh	rmh	Murkim		290		ID		Not endangered	False					murk1238	Q4308074	language in Papua
rmi	rmi	Lomavren			Armn, Latn	AM, AZ, RU, SY		Severely endangered	False					loma1235	Q2495696	
rmk	rmk	Romkun		4500	Latn	PG		Definitely endangered	False					romk1240	Q7363236	
rml	rml	Baltic Romani		50000	Cyrl	PL		Vulnerable	False	rom				balt1257	Q513736	
rmm	rmm	Roma		1700		ID		Vulnerable	False					roma1332	Q4414831	
rmn	rmn	Balkan Romani	Романи	590000	Cyrl, Grek, Latn	BG, GR, MK, RS		Not endangered	False	rom				balk1252	Q1256701	Romani language
rmo	rmo	Sinte Romani		24000	Latn	AT, CH, CZ, DE, FR, HR, IT, KZ, ME, NL, PL, RS, SI		Not endangered	False	rom				sint1235	Q1793299	
rmp	rmp	Rempi			Latn	PG		Vulnerable	False					remp1241	Q7312214	
rmq	rmq	Caló	Calé	440000	Latn	BR, ES		Not endangered	False					calo1236	Q35466	Romani-influenced Spanish language
rmt	rmt	Domari	دٛومَرِي	280000	Arab	EG		Severely endangered	False					doma1258	Q35394	
rmu	rmu	Tavringer Romani				NO, SE		Extinct	False					tavr1235	Q27808413	Swedish variant of Scandoromani
rmw	rmw	Welsh Romani				GB		Definitely endangered	False	rom				wels1246	Q2097387	
rmx	rmx	Romam				VN		Definitely endangered	False				lmm	roma1331	Q22694600	Austro-Asiatic language
rmy	rmy	Vlax Romani	Romani čhib	310000	Latn	AL, RO		Not endangered	False	rom				vlax1238	Q2669199	dialect group of the Romani language
rmz	rmz	Marma	ရက္ခိုင်ဘာသာ	1220000	Beng, Mymr	BD, MM		Not endangered	False					marm1234	Q21403256	Sino-Tibetan language of Bangladesh and India
rn	run	Rundi	Ikirundi	7500000	Latn	BI	Official [BI]	Not endangered	False					rund1242	Q33583	Bantu language
rnd	rnd	Ruund		250000	Latn	CD		Not endangered	False					ruun1238	Q7383564	
rng	rng	Ronga	XiRonga	1000000	Latn	MZ		Not endangered	False					rong1268	Q2520717	
rnl	rnl	Ranglong		8000	Latn	IN		Critically endangered	False					rang1267	Q7292878	
rnn	rnn	Roon		1100		ID		Vulnerable	False					roon1237	Q7366335	language in Papua
rnp	rnp	Rongpo		7500		IN		Definitely endangered	False					rong1264	Q7365672	
rnr	rnr	Nari Nari			Latn	AU		Extinct	False					nari1241	Q56525223	
rnw	rnw	Rungwa		18000	Latn	TZ		Vulnerable	False					rung1255	Q7379873	
ro	ron	Romanian	română	21100000	Latn	MD, RO	Official [MD], Official [RO]	Not endangered	False			rum	mo	roma1327	Q7913	Eastern Romance language, official of Romania
rob	rob	Tae'	Basa Taeʼ	290000	Latn	ID		Not endangered	False					taee1237	Q12473476	Austronesian language spoken in Sulawesi, Indonesia
roc	roc	Cacgia Roglai		97000		VN		Not endangered	False					cacg1235	Q2932485	Austronesian language
rod	rod	Rogo			Latn	NG		Not endangered	False					rogo1238	Q3914894	
roe	roe	Ronji		450	Latn	PG		Vulnerable	False					ronj1237	Q3441763	
rof	rof	Rombo	Kihorombo	430000	Latn	KE, TZ		Not endangered	False					romb1244	Q33330	
rog	rog	Northern Roglai		97000	Latn	VN		Vulnerable	False					nort2994	Q3439680	
rol	rol	Romblomanon		94000	Latn	PH		Not endangered	False					romb1245	Q13202	Visayan language spoken in the province of Romblon in the Philippines
rom	rom	Romany	романи		Cyrl, Latn	BG, RO			True		rmc, rmf, rml, rmn, rmo, rmw, rmy			roma1329	Q13201	language of the Romani people belonging to the Indo-Aryan branch of the Indo-European language family
roo	roo	Rotokas		4300	Latn	PG		Not endangered	False					roto1249	Q13203	East Papuan language
rop	rop	Kriol		4200	Latn	AU		Not endangered	False					krio1252	Q35671	creole language developed in Australia from an English-pidgin
ror	ror	Rongga		4000		ID		Definitely endangered	False					rong1269	Q12473464	language spoken in Indonesia
rou	rou	Runga			Latn	CF, SD, TD		Not endangered	False					rung1258	Q56793	Nilo-Saharan language
row	row	Dela-Oenale		7000	Latn	ID		Vulnerable	False					dela1251	Q5253046	language in Indonesia
rpn	rpn	Repanbitip		800	Latn	VU		Severely endangered	False					repa1237	Q7313900	
rpt	rpt	Rapting		330	Latn	PG		Vulnerable	False					rapt1240	Q7294362	
rri	rri	Ririo		18	Latn	SB		Severely endangered	False					riri1237	Q2404190	
rro	rro	Waima		15000	Latn	PG		Not endangered	False					waim1251	Q34197	
rrt	rrt	Arritinngithigh			Latn	AU		Extinct	False							
rsb	rsb	Romano-Serbian		170000		RS		Not endangered	False					roma1241	Q1268244	
rsk	rsk	Ruthenian			Cyrl	RS			False							
rtc	rtc	Rungtu Chin		4000		MM			False							
rth	rth	Ratahan		500	Latn	ID		Definitely endangered	False					rata1244	Q3420026	
rtm	rtm	Rotuman		2500	Latn	FJ		Vulnerable	False					rotu1241	Q36754	
rts	rts	Yurats				RU		Extinct	False							
rtw	rtw	Rathawi		450000	Deva, Guru	IN		Not endangered	False					rath1243	Q12953854	
ru	rus	Russian	русский	170200000	Cyrl, Latn	BY, KG, KZ, RU, UA	De facto official [UA], Official [BY], Official [KG], Official [KZ], Official [RU]	Not endangered	False					russ1263	Q7737	East Slavic language
rub	rub	Gungu		49000	Latn	UG		Not endangered	False					gung1250	Q11165235	
ruc	ruc	Ruuli		160000	Latn	UG		Not endangered	False					ruul1235	Q7383562	
rue	rue	Rusyn	русиньскый язык	530000	Cyrl	UA		Vulnerable	False					rusy1239	Q26245	East Slavic language
ruf	ruf	Luguru	Ikiruguru	690000	Latn	TZ		Vulnerable	False					lugu1238	Q3437661	
rug	rug	Roviana		9600	Latn	SB		Not endangered	False					rovi1238	Q3445546	
ruh	ruh	Ruga		10		IN		Critically endangered	False					ruga1238	Q7378127	
rui	rui	Rufiji		72000	Latn	TZ		Not endangered	False					rufi1234	Q7377946	
ruk	ruk	Che		100000	Latn	NG		Not endangered	False					chee1238	Q3915445	
ruo	ruo	Istro Romanian		300	Latn	HR		Definitely endangered	False					istr1245	Q33622	Romance language of the Balkans
rup	rup	Macedo-Romanian	Limba armãneascã	110000	Latn	GR		Definitely endangered	False					arom1237	Q29316	Eastern Romance language of the Balkans
ruq	ruq	Megleno Romanian		5000	Cyrl, Latn	GR		Definitely endangered	False					megl1237	Q13358	Eastern Romance language of the Balkans
rut	rut	Rutul		47000	Cyrl	RU		Vulnerable	False					rutu1240	Q36757	
ruu	ruu	Lanas Lobu		4000		MY		Vulnerable	False					lana1236	Q12953676	
ruy	ruy	Mala		6600	Latn	NG		Definitely endangered	False					mala1471	Q3913381	Kainji language of Nigeria
ruz	ruz	Ruma		5100	Latn	NG		Definitely endangered	False					ruma1250	Q3913326	Kainji language of Nigeria
rw	kin	Kinyarwanda	Ikinyarwanda	9800000	Latn	RW	Official [RW]	Not endangered	False					kiny1244	Q33573	Bantu language spoken in Central Africa, official in Rwanda
rwa	rwa	Rawo		640	Latn	PG		Definitely endangered	False					rawo1244	Q3504269	
rwk	rwk	Rwa	Kiruwa	130000	Latn	TZ		Not endangered	False					rwaa1238	Q41432343	dialect of West Kilimanjaro / West Chaga
rwl	rwl	Ruwila		51000		TZ			False							
rwm	rwm	Amba			Latn	CD, UG		Vulnerable	False					amba1263	Q788423	
rwo	rwo	Rawa		12000	Latn	PG		Not endangered	False					rawa1267	Q11732598	
rwr	rwr	Marwari	मारवाड़ी	22000000	Deva	IN		Not endangered	False	mwr				marw1260		
rxd	rxd	Ngardi		3	Latn	AU		Severely endangered	False					ngar1288	Q7022063	
rxw	rxw	Karuwali			Latn	AU		Extinct	False					karr1236	Q6881575	
ryn	ryn	Northern Amami-Oshima			Jpan	JP		Definitely endangered	False					nort2935	Q2840988	one of Northern Ryukyuan languages
rys	rys	Yaeyama			Jpan	JP		Definitely endangered	False					yaey1239	Q34203	Ryukyuan language spoken in the Yaeyama Islands
ryu	ryu	Central Okinawan	ウチナーグチ	970000	Jpan, Kana	JP		Severely endangered	False					cent2126	Q34233	Northern Ryukyuan language
rzh	rzh	Rāziḥī		63000	Arab	YE		Vulnerable	False					jaba1234	Q16911222	
saa	saa	Saba		1300	Latn	TD		Definitely endangered	False					saba1276	Q3914885	
sab	sab	Buglere		18000	Latn	PA		Definitely endangered	False					bugl1243	Q3368506	
sac	sac	Meskwaki			Latn	US		Severely endangered	False					mesk1242	Q12714767	
sad	sad	Sandawe		60000	Latn	TZ		Vulnerable	False					sand1273	Q34016	Khoisan language
sae	sae	Sabanê		3	Latn	BR		Critically endangered	False					saba1268	Q3460478	
saf	saf	Safaliba		4100	Latn	CI, GH		Not endangered	False					safa1243	Q36432	Gur language of Ghana
sah	sah	Yakut	Саха тыла	450000	Cyrl	RU	Regional official [RU]	Vulnerable	False					yaku1245	Q34299	Turkic language
saj	saj	Sahu			Latn	ID		Not endangered	False					sahu1245	Q7399757	
sak	sak	Sake		8000	Latn	GA		Definitely endangered	False					sake1247	Q36425	Bantu language spoken in Gabon
sam	sam	Samaritan Aramaic			Hebr, Samr	145		Extinct	False					sama1314	Q56612	dialect of Aramaic used by the Samaritans
sao	sao	Sause		250	Latn	ID		Definitely endangered	False					saus1247	Q4409155	language in Papua
saq	saq	Samburu	Kisampur	250000	Latn	KE		Not endangered	False					samb1315	Q56536	Eastern Nilotic language
sar	sar	Saraveca			Latn	BO		Extinct	False					sara1331	Q3450556	Extinct Arawakan language of Bolivia
sas	sas	Sasak	Sasak	2600000	Bali, Latn	ID		Not endangered	False					sasa1249	Q1294047	language spoken in Lombok, Indonesia
sat	sat	Santali	সাঁওতালী	7300000	Beng, Deva, Latn, Olck, Orya	IN	Regional official [IN]		False					sant1410	Q33965	Kherwari language of the Austro-Asiatic family spoken in India, Bangladesh, Bhutan and Nepal
sau	sau	Saleman		4800	Latn	ID		Vulnerable	False					sale1244	Q7404262	language in Maluku
sav	sav	Saafi-Saafi		240000	Arab, Latn	SN	Regional official [SN]	Not endangered	False					saaf1238	Q36308	
saw	saw	Sawi			Latn	ID		Severely endangered	False					sawi1257	Q677064	
sax	sax	Sa		2500	Latn	VU		Not endangered	False					saaa1241	Q3460352	
say	say	Saya	Sayanci	300000	Latn	NG		Vulnerable	False					saya1246	Q3914431	
saz	saz	Saurashtra	ꢱꣃꢬꢵꢰ꣄ꢜ꣄ꢬ	380000	Deva, Saur, Taml, Telu	IN		Not endangered	False					saur1248	Q13292	Indo-Aryan language spoken in Tamil Nadu, India
sba	sba	Ngambay	Ngambay	950000	Latn	TD		Not endangered	False					ngam1268	Q2372207	African language
sbb	sbb	Simbo		2700	Latn	SB		Not endangered	False					simb1256	Q3484101	
sbc	sbc	Kele		1500	Latn	PG		Not endangered	False					kele1258	Q3194847	language of Papua New Guinea
sbd	sbd	Southern Samo		230000	Latn	BF		Not endangered	False					sout2844	Q33122730	
sbe	sbe	Saliba		2500	Latn	PG		Definitely endangered	False					sali1295	Q3469737	language of Papua New Guinea (sbe)
sbf	sbf	Chabu		400	Latn	ET		Severely endangered	False					shab1252	Q36342	
sbg	sbg	Seget		1200	Latn	ID		Vulnerable	False					sege1235	Q7446237	language in Papua
sbh	sbh	Sori-Harengan		570	Latn	PG		Not endangered	False					sori1242	Q36515	
sbi	sbi	Seti		160	Latn	PG		Definitely endangered	False					seti1248	Q7456682	
sbj	sbj	Surbakhal		7900	Latn	TD		Not endangered	False					surb1238	Q759995	
sbk	sbk	Safwa		160000	Latn	TZ		Not endangered	False					safw1238	Q4121160	
sbl	sbl	Botolan Sambal		33000	Latn	PH		Not endangered	False					boto1242	Q4095195	Austronesian language spoken in the Philippines
sbm	sbm	Sagala		79000	Latn	TZ		Vulnerable	False					saga1256	Q11732610	
sbn	sbn	Sindhi Bhil			Arab, Deva, Guru, Sind	PK		Not endangered	False					sind1270	Q25559289	Sindhi dialect
sbo	sbo	Sabüm				MY		Extinct	False					sabu1253	Q7396535	
sbp	sbp	Sangu	Ishisangu	120000	Latn	TZ		Vulnerable	False					sang1330	Q7418149	Bantu language spoken in Tanzania
sbq	sbq	Sileibi		260	Latn	PG		Definitely endangered	False					sile1255	Q7514337	
sbr	sbr	Sembakung Murut			Latn	ID, MY		Vulnerable	False					semb1240	Q7449148	One of several languages spoken by the Tidung people of northeast Borneo.
sbs	sbs	Subiya		27000	Latn	NA		Vulnerable	False					subi1246	Q6442073	
sbt	sbt	Kimki		500		ID		Definitely endangered	False					kimk1238	Q6410160	
sbu	sbu	Stod Bhoti		2500		IN		Vulnerable	False					stod1241	Q15622700	
sbw	sbw	Simba		100	Latn	GA		Definitely endangered	False					simb1254	Q36430	Bantu language of Gabon
sbx	sbx	Seberuang		37000	Latn	ID		Not endangered	False					sebe1242	Q12473470	
sby	sby	Soli		34000	Latn	ZM		Not endangered	False					soli1239	Q7557754	
sbz	sbz	Sara Kaba			Latn	CF, SD, TD		Not endangered	False					sara1319	Q25559318	
sc	srd	Sardinian	Sardu	1100000	Latn	IT			True		sdc, sdn, src, sro					
scb	scb	Chut		1300		LA, VN		Definitely endangered	False					chut1247	Q2967709	Austroasiatic language cluster of Vietnam and Laos
sce	sce	Dongxiang		200000	Arab, Latn	CN		Vulnerable	False					dong1285	Q32947	Mongolic language spoken by the Dongxiang people in northwest China
scf	scf	San Miguel Creole French		3	Latn	PA		Critically endangered	False					sanm1305	Q12953094	
scg	scg	Sanggau		110000	Latn	ID		Not endangered	False					sang1339	Q12473466	
sch	sch	Sakachep		25000		IN		Not endangered	False					saka1283	Q37054	
sci	sci	Sri Lankan Creole Malay		46000	Latn	LK		Definitely endangered	False					sril1245	Q1089151	creole formed from the mix of Sinhala and Tamil with Malay
sck	sck	Sadri	सदरी	2400000	Deva	IN		Not endangered	False					sadr1248		
scl	scl	Shina	شینا‬	370000	Arab	PK		Not endangered	False					shin1264	Q1353320	language from the Dardic sub-group of the Indo-Aryan languages family spoken by the Shina people, living in Kashmir region in Pakistan and India
scn	scn	Sicilian	Sicilianu	5000000	Latn	IT		Vulnerable	False					sici1248	Q33973	Italo-Dalmatian language spoken in Southern Italy
sco	sco	Scots	Scots	1600000	Latn	GB		Vulnerable	False					scot1243	Q14549	Germanic language
scp	scp	Hyolmo		10000	Deva	NP		Definitely endangered	False					hela1238	Q19841092	Sino-Tibetan language
scq	scq	Sa'Och		20		KH		Definitely endangered	False					saoc1239	Q6583617	
scs	scs	North Slavey		2100	Cans, Latn	CA		Definitely endangered	False	den				nort2942	Q20628	
sct	sct	Southern Katang		300000		LA		Not endangered	False					sout3251	Q63311092	
scu	scu	Shumcho		45000		IN		Definitely endangered	False					shum1243	Q22077739	
scv	scv	Sheni		6	Latn	NG		Critically endangered	False				zir	shen1250	Q11015820	
scw	scw	Sha		3000	Latn	NG		Definitely endangered	False					shaa1247	Q3438816	
sd	snd	Sindhi	سنڌي	38400000	Arab, Deva, Guru, Latn, Sind	IN, PK	Regional official [IN]	Not endangered	False					sind1272	Q33997	Indo-Aryan language spoken in Pakistan and India
sda	sda	Toraja-Sa'Dan	Sa'dan	750000	Latn	ID		Not endangered	False					tora1261	Q36673	Austronesian language spoken in Sulawesi, Indonesia
sdb	sdb	Shabak		250000		IQ		Definitely endangered	False					shab1251	Q3289596	Indo-Iranian language of the Northwestern Iranian subgroup Zaza-Gorani
sdc	sdc	Sassarese Sardinian	sassaresu	110000	Latn	IT		Not endangered	False	sc				sass1235	Q845441	Romance (transitional) language variety, closely related to Sardinian and especially Corsican
sde	sde	Surubu		3000	Latn	NG		Definitely endangered	False					suru1258	Q3913336	
sdf	sdf	Sarli		300000		IQ		Definitely endangered	False					sarl1241	Q7424256	Northwestern Iranian language
sdg	sdg	Savi				AF, PK		Definitely endangered	False					savi1242	Q3474654	
sdh	sdh	Southern Kurdish	کوردی خوارین	3100000	Arab	IR		Not endangered	False	ku				sout2640	Q1496597	variety of Kurdish comprising several dialects of Northwestern Iranian languages spoken in the south of Kurdistan (in upper Mesopotamia, to the west of Iran and east of Iraq)
sdj	sdj	Suundi		120000	Latn	CG		Not endangered	False					suun1239	Q7650407	
sdk	sdk	Sos Kundi			Latn	PG		Definitely endangered	False					sosk1235	Q7563811	
sdn	sdn	Gallurese Sardinian		100000	Latn	IT		Not endangered	False	sc				gall1276	Q612220	
sdo	sdo	Bukar-Sadung Bidayuh		49000	Latn	MY		Vulnerable	False					buka1257	Q2927799	
sdp	sdp	Sherdukpen		5000		IN		Definitely endangered	False					sher1257	Q7494785	
sdq	sdq	Semandang		20000	Latn	ID			False							
sdr	sdr	Oraon Sadri		170000	Beng, Latn	BD		Not endangered	False					orao1237	Q12953860	
sds	sds	Sened				TN		Extinct	False					sene1271	Q56570	
sdt	sdt	Shuadit				FR		Extinct	False					shua1252	Q56472	occitan language for jews living Southern France
sdu	sdu	Sarudu				ID		Vulnerable	False					saru1242	Q7424700	
sdx	sdx	Sibu Melanau				MY		Definitely endangered	False					sibu1258	Q18642842	
sdz	sdz	Sallands		350000	Latn	NL		Vulnerable	False					sall1238	Q3436668	language; collective term for the Westphalian dialects of the region Salland, in the eastern Netherlands
se	sme	Northern Sami	davvisámegiella	16000	Latn	NO	Regional official [NO]	Vulnerable	False					nort2671	Q33947	most widely spoken of all Sámi languages
sea	sea	Semai		60000	Latn	MY		Vulnerable	False					sema1266	Q3135426	
seb	seb	Shempire Senoufo		100000	Latn	CI		Not endangered	False					shem1239	Q36325	
sec	sec	Sechelt		1200	Latn	CA		Critically endangered	False					sech1246	Q7442898	
sed	sed	Sedang				LA, VN		Not endangered	False					seda1262	Q56448	Austroasiatic language of Laos and Vietnam
