a little	trocha
Thanks for using our app	Dziynkujymy za używanie naszyj aplikacyje
that	tamto
that	tamtyn
that is	to je
that's good	to dobrze
theft	raub
their	jejich
them	ôni
theme	tymat
themselves	sie
themselves	jejich
themselves	sobie
then	wtynczos
then	tōż
then	potym
theory	teoryjo
there	tam
there are	tam sōm
there is	tam je
there is	je
therefore	beztōż
therefore	bez to
these	te
they	ôni
they are	ôni sōm
thick	ruby
thief	raubiyrz
thigh	ud
thin	ciynki
thing	rzecz
things	rzeczy
think	myśleć
third	trzeci
thirsty	spragniōny
thirteen	trzinoście
thirty	trzidzieści
this	tyn
this	to
this is	to je
thorough	akuratny
thoroughly	grōntownie
those	tamte
though	ale
though	choć
thought	myśl
thoughtful	ôbmyślany
thoughts	myśli
thousand	tysiōnc
thread	nitka
threat	grozić
threat	pogrōżka
threat	zagrożynie
threaten	zagrozić
three	trzi
threshold	prōg
thrilled	zachwycōny
thrive	prosperować
throat	garło
through	bez
throughout	blank
throw	ciepnōńć
throw	ciepniyńcie
thumb	krzciuk
thunder	grōm
Thursday	sztwortek
thus	tōż
tick	klyszcz
tide	wela
tide	przipływ
tidy	ôkludny
tidy	snożny
tie	wiōnzać
tie	binder
tie	rymis
tiger	tiger
tight	ciasny
Tigrinya	Tigrinya
time	czas
timid	lynkawy
tiny	malućki
tip	dorada
tip	tringeld
tip	szpica
tips	dorady
tire	ôpōna
tired	zmynczōny
tissue	tkanka
tissue	taszyntuch
title	tytuł
to	do
to be	być
toast	toast
toast	tost
today	dzisiej
toddler	dzieciōntko
toes	palce u stōp
together	społym
together	razym
toilet	tōaleta
told	pedzioł
tolerance	tolerancyjo
tolerate	tolerować
tomato	tōmata
tomorrow	jutro
tongue	jynzyk
tonight	dzisiej na wieczōr
too	tyż
took	wziōn
tool	noczynie
tools	noczynia
tools	norzyndzia
tooth	zōmb
top	szpica
top	wiyrchni
top	blot
topic	tymat
torn	rozdrzity
torture	tortura
torture	torturować
total	cołkowito
touch	tykać
tough	ciynżki
tough	twardy
tour	ausflug
toward	ku
towards	ku
towel	ryncznik
town	miasto
toxic	toksyczny
trace	ślod
trace	śledzić
track	glajza
track	ślod
track	śledzić
trade	handel
tradition	tradycyjo
traditional	tradycyjny
traffic	ruch drōgowy
trail	chodnik
trail	szlak
train	trynować
train	cug
training	tryning
training	szkolynie
trait	cycha
traits	cychy
transfer	przenosić
transfer	przelyw
transition	pōmiana
translate	przekłodać
transparent	przejzdrzisty
transport	transport
transportation	transport
trap	szłapka
trap	uwiōnznōńć
trap	uwiyńzić
trash	abfale
trash	hasie
trauma	uraz
travel	rajzować
travel	rajza
tray	tablet
treasure	skorb
treat	traktować
treatment	lyczynie
tree	strōm
tremendous	ôgrōmny
trend	trynd
trend	tyndyncyjo
trial	prōba
trial	termin
trick	knif
trick	kōnsztik
tried	wyprōbowany
trigger	kokotek
trigger	wywołować
trim	przicinać
trip	ausflug
trip	potychać sie
trouble	turbacyjo
trouble	starōnek
trousers	galoty
truck	lastauto
TRUE	prowdziwy
TRUE	richtich
trunk	ôdziymek
trunk	kofer
trust	ufać
trust	zaufanie
truth	prowda
try	sprōbować
try	prōbować
try	prōba
Tsonga	Tsonga
tube	ruła
Tuesday	wtorek
tuition	czesne
turkey	hyndyk
turmeric	kurkuma
turn	ôbrōt
turn	ôbrocać sie
turn	winkel
turtle	żōłw
tutor	korepetytor
twelve	dwanoście
twenty	dwajścia
twenty-one	dwadziścia jedyn
Twi	Twi
twice	dwa razy
twist	skryncać
two	dwa
type	zorta
typical	typowy
ugly	żadny
ultimate	ôstateczny
umbrella	paryzol
unable	niyzdolno
uncle	ujek
unconscious	niyświadōmy
under	pod
underneath	pod
underrated	niydoceniany
understand	rozumieć
understood	zrozumiany
unfortunately	niystety
uniform	mōndur
unique	niyôbyczajny
unique	niyzwykły
unique	wyjōntkowy
unit	jednotka
university	uniwerzytet
unknown	niyznōmy
unless	chyba że
unless	jeźli
until	aże
until	aż
unusual	niyôbyczajny
up	w gōra
up to you	zależy ôd ciebie
update	aktualizować
update	aktualizacyjo
upgrade	aktualizacyjo
upon	na
upset	pogorszōny
upset	zgorszōny
upset	znerwowany
urban	miastowy
urge	pragniynie
urge	nalygać
urgent	pilny
us	my
use	użycie
used	używany
useful	przidajny
useless	darymny
usual	ajnfachowy
usually	zaôbycz
usually	zwykle
utility	użytek
vacation	feryje
vaccination	szczypiōnka
vaccine	szczypiōnka
vacuum	prōżnia
vague	niyklarowny
valid	ważny
valley	dolina
valuable	cynny
value	wert
value	wartość
variety	rozmajtość
various	roztōmajty
vary	zmiyniać
vary	rōżnić sie
vase	blōmwaza
vast	ôgrōmny
vegetable	zielynina
vegetables	zielyniny
vehicle	wozidło
vendor	przedowocz
venom	jod
venture	powziyńcie
venue	lokal
verify	weryfikować
verify	zweryfikować
versatile	wszechstrōnny
versatile	uniwersalny
version	wersyjo
vertical	piōnowy
very	fest
very good	barzo dobry
vessel	ôkrynt
vessel	noczynie
via	bez
vibe	wibracyjo
vibe	launa
vibes	launa
vicious	fałeszny
vicious	ôszydny
victim	ôfiara
video	wideo
view	poglōnd widok
village	wieś
villain	rojber
vinegar	ôcet
vintage	rocznik
vintage	czas
vintage	klasyczny
violence	gwołt
violent	brutalny
viral	wirusowy
virgin	dziewica
virtual	wirtualny
virtue	cnota
vision	wzrok
vision	wizyjo
visit	nawiydzać
visual	wizualny
vital	niyzbyndny
vivid	żywy
vocabulary	słownictwo
voice	głos
void	prōznia
volume	ôbjyntość
volume	tōm
volunteer	wolōntariusz
vomit	rzigać
vulnerable	narażōny
wage	geltak
wages	geltaki
waist	talijo
wait	czekać
wait	ôbsugować
waiter	kelner
waiting	czekanie
wake	budzić
wake up	budzić sie
walk	iś
walk	chodzić
walking	piechciorz
wall	ściana
wallet	portmanyj
wander	wandrować
wanna	chcieć
want	chcieć
wanted	poszukowany
war	wojna
wardrobe	szrank
wardrobe	garderoba
warehouse	skłod
warehouse	magazyn
warm	ciepły
warm	ciepło
warn	ôstrzegać
warning	ôstrzeżynie
warrior	bojownik
was	bōł
wash	myć
wash	prać
waste	marnić
waste	hasie
watch	ôglōndać
watch	zygarek
watch	patrzeć
water	woda
watermelon	arbuz
wave	wela
wave	kiwać
way	drōga
way	spōsōb
we	my
we are	my sōm
we are	sōm my
we can	mogymy
weak	słaby
weakness	słabość
wealth	bogajstwo
wealthy	możny
wear	nosić
wearing	nosi
wearing	ôblyko
weather	pogoda
wedding	ślub
wedding	wesele
Wednesday	strzoda
weed	kwost
week	tydziyń
weekend	weekend
weekend	łikynd
weight	woga
weird	dziwny
welcome	witōmy
welcome	witej
welfare	zasiyłek
welfare	społeczno ôpieka
welfare	dobro
Well	Cōż
well done	dobro robota
well done	dobrze zrobiōny
went	poszoł
were	byli
west	zachōd
wet	mokry
whale	wieloryb
what	co
what about you	a ty
what are you doing	co robisz
what are you doing now	co terozki robisz
what are you doing now	co teroz robisz
what are you doing right now	co teroz robisz
what do you do	co robisz
what do you do for a living	za kogo robisz
what do you mean	co mosz na myśli
what do you want	co chcesz
what happened	co sie stało
what is	co je
what is this	co to je
what is your job	za kogo robisz
what is your job	kaj robisz
what is your name	jak sie mianujesz
what's up	co słychać
what's your name	jake je twoje miano
whatever	co ino
whatever	lecy co
wheat	pszynica
wheel	koło
when	kej
when	kedy
whenever	kej
whenever	dycki
where	kaj
where are you	kaj żeś je
where are you from	skōnd żeś je
where are you now	kaj żeś teroz je
where do you live	kaj miyszkosz
where is	kaj je
whereas	w czasie kej
whereas	kej
whereas	za to
whether	eli
which	kery
while	w czasie kej
while	kedy
while	przi
whisper	szkamry
whistle	gwizdać
white	bioły
who	fto
who are you	ftoś ty je
who is	fto je
who is this	fto to je
whole	cołki
whole	cołkość
whom	kogo
whose	ôd kogo
whose	co ôd niego
whose	czyj
why	pojakymu
why	czymu
why not	czymu niy
wicked	zelżywy
wide	szyroki
widow	gdowa
width	szyrokość
wife	żōna
wild	dziki
will	bydzie
will	wōlo
willing	chyntliwy
willing	chyntny
win	zwyciynstwo
win	wygrować
win	wygrać
wind	wiatrowy
wind	wiater
wind	kryńcić
window	ôkno
windy	wietrzny
wine	wino
winter	zima
wipe	wytrzeć
wire	drōt
wisdom	mōndrość
wise	mōndry
wish	winsz
wish	życzynie
wish you all the best	Winszuja ci wszyjskigo nojlepszego
witch	czarownica
witch	heksa
with	z
withdraw	wycofać
withdraw	wycofować
withdrawal	wycofanie
within	we postrzodku
without	bez
witness	świadek
witty	szpasowny
wolf	wilk
woman	kobiyta
women	kobiyty
won	wygroł
won't	niy bydzie
wonder	zastanowiać sie
wonderful	szumny
wood	drzewo
wool	wołna
word	słowo
words	słowa
work	robota
work out	ćwiczyć
working	robiōncy
world	świat
worm	chrobok
worm	rosōwa
worn	noszōny
worried	zestarany
worried	stropiōny
worry	tropić sie
worse	gorzij
worse	gorszy
worship	czcić
worst	nojgorszy
worth	wert
worth it	warte tego
worthy	godne
would	by bōł
wound	rana
wound	ranić
Wow	Ciup
wrap	zawinōńć
wrap	zawijać
wrath	zgorszynie
wrist	nadgorstek
write	pisać
Write here	Napisz tukej
writing	pismo
written	pisymny
wrong	felerny
wrong	zły
wrote	napisoł
yard	jard
yard	ôgrōdek
yard	plac
yawn	ziywać
Yeah	Ja
year	rok
years	lata
yeast	drōżdże
yell	krzik
yell	ryczeć
yell	krziczeć
yellow	żōłty
Yes	Ja
yes baby	ja, dziubku
yes dear	ja, dziubku
yes honey	ja, skarbie
yes my love	ja, dziubek
yes of course	toć, iże ja
yesterday	wczorej
yesterday	wczora
yet	jeszcze
yet	już
yield	ulygać
yield	ustympować
yield	plōn
you	ty
you are	je żeś
you are beautiful	je żeś szwarno
you are beautiful	je żeś piykno
you are so beautiful	je żeś tako piykno
you are welcome	niy ma za co
you can	mogesz
you can	możesz
You know	Wiysz
you too	ciebie tyż
you too	ty tyż
you're welcome	niy ma za co
young	mody
your	twōj
your welcome	żodyn problym
your welcome	prosza bardzo
yourself	sie
yourself	ciebie
yourself	cie
youth	modziyż
you’re welcome	Niy ma za co
yummy	pyszny
zero	nul
