ए	a
बुनाय	swelling
सानस्रि	swim
सानस्रिनाय	swimming
लोर सोर मावनाय	swing
दिनदाङै लोर सोर माव	swing
थानिजों बु	switch
हरखाब सोलायनाय	switch
मोदोम बुनाय	swollen
थुंग्रि	sword
नेरसोन	symbol
अनखांनाइ	sympathy
बेरामनि लोक्षोन	symptoms
खानथि	system
आरांगा	table
बारलां	tackle
फारनैबो बिजौथिं फिथलाइनि जं लागायनाय दिरुं	tag
लानजाइ	tail
नाजाव	take
ला	take
लांखार	take away
जोथोन ला	take care
बिरखो लां	take off
ला	taken
रायजलाय	talk
रायलायनाय	talk
रायलायसोग्रा	talkative
गोजौ	tall
दै गनाय फिसा नोलि	tap
दै गलांग्रा नोलि लगाय	tap
फिटा	tape
थांखि	target
नोजोर	target
मावनो लानाय हाबा	task
थावनाय	taste
साखिनाय	taste
गोथाव	tasty
फोरोंनाय	taught
साहा बिफां	tea
फोरों	teach
फोरोंगिरि	teacher
गेलेग्रा हानजा	team
मेगन मोदै	tear
मोदै	tears
एदाव	tease
बाहाय बिगियान	technology
हाथाय	teeth
बुं	tell
आंनो खिन्था	tell me
मेजाज	temper
बिदुंनि गुदुं गुसुनि बिबां	temperature
मन्दिर	temple
अरायथा नङि	temporary
जि	ten
जि रोजा	ten thousand
फोरजा	tenant
जोथोन ला	tend
गोसो जानाय	tendency
थमखा	tender
सिनता	tense
सिनथा	tension
तम्बु न'	tent
आनजाद आरि	tentative
थि सम	term
थि सम	terms
गिलु बालु	terrible
गिलुबालु	terrific
राइजो	territory
आनजाद नाय	test
आनजाद	test
बिजाबनि फरा	text
अब्ला	than
साबायखर	thank
गोजोनथों	thank you
नोंथांनि थफ्लाखौ नायबिजिरबाय थानायाव सहायनानै थानायनि थाखाय हामबायसै	Thank you for your patience while we investigate shipment
जोबोद हामबाय	thank you so much
जोबोर गोजोन्थों	thank you very much
साबायखर	thanks
जोंनि एफखौ बाहायनायनि हामबायसै	Thanks for using our app
बै	that
बैयो	that is
बियो मोजां	that's good
दा	the
सिखाव	theft
बिसोरनि	their
बिसोरखौ	them
गुबै सानथौ	theme
बिसोर गावबागाव	themselves
होमबा	then
अब्ला	then
बुंफुरलु	theory
बैहाय	there
बैयाव	there are
बैहाय	there is
बेनिखायनो	therefore
बेफोर	these
बिसाग	they
बिसोरो	they are
रोजा	thick
सिखाव	thief
फेनदा	thigh
हामक्रें	thin
मुवा	thing
जिनिस	things
सानना नाय	think
थामथि	third
गांनाय	thirsty
जि थाम	thirteen
थामजि	thirty
नैबे	this
बियो	this is
गोथौयै	thorough
आबुङै	thoroughly
बैफोर	those
थेवबो	though
ब्लाबो	though
जिदिअ	though
सानथौ	thought
सानदोंमोन	thought
सानथाव	thoughtful
सिनथा	thoughts
से रोजा	thousand
खुनदुं	thread
दुमखि	threat
सिगि	threaten
थाम	three
दरखं	threshold
रिम रिम मोन	thrilled
देहागोनां जा	thrive
गोदोना	throat
बे खरनिफ्राय बै खरसिम	through
गासैयावबो	throughout
गार	throw
आसि बिमा	thumb
अखा खोरोमनाय	thunder
बिसटिबार	Thursday
बे रोखोमै	thus
बाखि	tick
फैला सेम	tide
साखोन सिखोन	tidy
खा	tie
गोदोनायाव खाग्रा सि	tie
मोसा	tiger
गोरा	tight
इथिअ'पिया नि राव	Tigrinya
सम	time
गिख'	timid
जोबोद फिसा	tiny
बानथा	tip
बानथा	tips
में	tire
मेंनाय	tired
रोखोमसे मिहियै दानाय सि	tissue
बिमुं	title
फारसे	to
सिम	to
जानो गोनां	to be
अराव हां	toast
दिनै	today
थाबायनो रोंहांनाय गथ'	toddler
आथिंनि आसिगुर	toes
जयै	together
पायखाना	toilet
गासै जमा	told
सहायनाय	tolerance
सैज' खालाम	tolerate
लामबेहरा	tomato
गाबोन	tomorrow
सालाय	tongue
दा मुनायाव	tonight
आंबो	too
लांबाय	took
आइजें	tool
आइजें आइला	tools
हाथाय	tooth
थिखिनि	top
बिबुंसार	topic
बिसि	torn
खस्त हो	torture
जुगथियै	total
दां	touch
गोक्रों	tough
दावबायनाय	tour
फारसेथि	toward
फारसेथिं	towards
गामसा	towel
सोहोर	town
बिसगोनां	toxic
नागिरना दिहुन	trace
सं दान	track
बायनाय फाननाय	trade
बायनाय फाननाय खालाम	trade
नेमखानथि	tradition
सिगांनिफ्राय सोलिबोबाय थानाय नेमखानथि	traditional
खारबार	traffic
सुस्रिना लां	trail
रेल गारि	train
फोरोंथाय	training
लोक्षोन	trait
अथुमनाय	traits
सोलाय	transfer
सोलायनाय	transition
राव सोलाय	translate
नुजासारनाय	transparent
रोगा	transport
होखार हरनाय	transportation
फानदो	trap
दाखोर दाला	trash
जखमजाना थानाय	trauma
हानथि	travel
थाल	tray
बुथुमनाय धोन समफद	treasure
बाहाइ	treat
सिखितसा	treatment
बिफां	tree
गिलुबालु	tremendous
गोसो लुंहेनाय	trend
बिसार	trial
सोलो	trick
नाजानाय	tried
सिलाइनि गराय	trigger
सालायनाय	trigger
गुसुङै हास'	trim
दावबायनाय	trip
कष्ट	trouble
पाइजामा	trousers
लरि	truck
सैथो	true
दंफांनि गुदि	trunk
फोथायनाय	trust
फोथाय	trust
सैथा	truth
नाजा	try
खोला आफ्रिखानि राव	Tsonga
नोलि	tube
मंगलबार	Tuesday
फोरोंनाय	tuition
पेरु दाव	turkey
हालदै	turmeric
फिदिं	turn
खासेव	turtle
फोरों	tutor
जिनै	twelve
नैजि	twenty
नै जिसे	twenty-one
घाना हादरनि राव	Twi
खननै	twice
मेराय	twist
नै	two
रोखोम	type
नेरसोनथि गोनां	typical
नायनो सुखुयै	ugly
जोबथि	ultimate
साथा	umbrella
हायि	unable
आमाय	uncle
जेबो थाल गैयै	unconscious
सिं	under
सिंआव	underneath
हिन सान	underrated
बुजि	understand
बुजिबाय	understood
खाफाल गैयै	unfortunately
एखे रोखोमनि	uniform
मोननाय गैयै	unique
मोनसेल' मुवा	unit
भुमफरायसालिमा	university
सिनायमोनि	unknown
जेब्लासिम	unless
जेब्लासिम	until
गोमोथाव	unusual
गोजौआव	up
नोंनि सिम	up to you
मिथिना थानाय	update
जौगानाय	update
जौगा	upgrade
मासि दावगा हो	upgrade
सायाव	upon
सासिं खालाम	upset
नोगोरारि	urban
खावलायनाय	urge
खावलाय	urge
गोनांथार	urgent
जों	us
बाहायनाय	use
बाहाय	use
बाहायजानाय	used
दरकारि	useful
खामानियाव गैयि	useless
सादारन	usual
सरासनस्रायै	usually
गोनांथि	utility
सुथि	vacation
टिखा हो	vaccination
टिखा	vaccine
मैला सिबस्रांग्रा जनथ्र'	vacuum
रोखानङै	vague
आइननि गोहो	valid
हायेन	valley
बेसेनगोनां	valuable
दाम थि खालाम	value
बेसेन	value
बायदि रोखोम	variety
बायदि रोखोमनि	various
सोलाय	vary
बासोन	vase
बेसेबा गेदेर	vast
मैगं - थाइगं	vegetable
मैगं	vegetables
मथर गारि	vehicle
फानग्रा	vendor
बिसगोनां	venom
सरखारि नङै	venture
जुथुम थिलि	venue
फोरमान खालाम	verify
गोबां आयदायाव गोरों	versatile
दानस्लायनाय	version
थिया	vertical
जोबोरैनो	very
जोबोद मोजां	very good
थै खारग्रा रोदा	vessel
आलि	via
खुसि जानाय	vibe
रंजानाय	vibes
गाज्रि	vicious
बोलि	victim
सबि	video
नाइ	view
गामि	village
गाज्रि मानसि	villain
सिरका	vinegar
आंगुर बुथुमग्रा मानसि	vintage
हिंसा	violence
हिंसा	violent
गोसारनाय	viral
सिखला आइथा	virgin
महर दानाय	virtual
मोजां गुन	virtue
नुनाय गोहो	vision
नायनो थां एबा फै	visit
नायनाय	visit
नुथाय	visual
गोनांथार	vital
रोखा	vivid
सोदोबनि बाक्रि	vocabulary
राव	voice
उदां	void
बिजाब	volume
गावहारसिङै गोसो जानानै खामानि मावग्रा	volunteer
गोबादै	vomit
गोबा	vomit
जखम खालामनो एबा गागलोबनो हाथाव	vulnerable
दरमा	wage
बेटन	wages
जानजि	waist
ने	wait
हदेल आव जाग्रा मुवा रोगाग्रा	waiter
नेथ'दों	waiting
सिखार	wake
सिखारद'	wake up
थाबाय	walk
थाबायनाय खामानि	walk
थाबायदों	walking
बेरा	wall
रां मना	wallet
आनदाइनाय	wander
थांनो गोसो	wanna
आंखाल	want
नुजाथिनो गोनां	wanted
रोन	war
जि जोम दोननाय आलमारि	wardrobe
माल माता दोनग्रा न'	warehouse
आबाद फामु	warm
आबाद खालाम	warm
साबदान खालाम	warn
सामोल	warning
दावहा नांग्रा	warrior
मोन	was
सु	wash
खामानियाव फैयै जा	waste
उदायै	waste
नाइ	watch
दै	water
खुरुमजा	watermelon
दोहौ	wave
लामा	way
जों	we
जोंओ	we are
जों हायो	we can
लोरबां	weak
लोरबांथि	weakness
धोन	wealth
धोनि	wealthy
सि जोम बायदिसिना गाननाय	wear
गानबाय थानाय	wearing
बोथोर	weather
जुलिनि दिन	wedding
बुधबार	Wednesday
रज'ला बायनाय गांसो एबा लाइफां	weed
सपताह	week
सबथानि जोबथा दिन	weekend
गिलिर	weight
अजन	weight
सोमोथाव	weird
गोजोन फै	welcome
सुखु	welfare
मोजां	Well
मोजां	well done
थांबाय	went
नैथि सुबुंनि आखु दिनथिनो	were
सोनाब	west
गिसि	wet
तिमि ना	whale
मा	what
नोंथानिआ माबोरै	what about you
नोंथांआ मा खालाम गासिनो दं	what are you doing
नोंथांआ दायो मा खालामबाय दं	what are you doing now
नोंथांआ दा मा खालाम दों	what are you doing right now
नोथांआ मा मावो	what do you do
नोंथांआ थांनानै थानो थाखाय मा मावो	what do you do for a living
नोंथांआ मा बुंनो सानदों	what do you mean
नोंनो मा नांगौ	what do you want
मा जाखो	what happened
बबेया	what is
मा बियो	what is this
नोंथांआ मा साक्रि मावओ	what is your job
नोंथांनि मुंआ मा	what is your name
मा खालामदों	what's up
नोंनि मुंआ मा	what's your name
जिखुनुजा	whatever
गम	wheat
साका	wheel
माब्ला	when
जायखिजाया समावनो	whenever
बहा	where
नों बबेयाव दं	where are you
नोंथांआ बबेनि जाखो	where are you from
नोंथांआ बबेआव दं दायो	where are you now
नोंथांआ बबेआव‌ थायो	where do you live
बबेआव	where is
बबेखानि	whereas
बबेखौ	whether
जायखौ	which
सोर	which
इसे सम	while
लासै बुं	whisper
मुसुर	whistle
गुफुर	white
सोर	who
नोंओ बबेयाव दं	who are you
सोर ओ?	who is
सोर बियो	who is this
गासिबो	whole
सोर	whom
सोरनि	whose
मानो	why
मानो नङा	why not
दुथां	wicked
गुवार	wide
फिसाय थैजानाय	widow
गुवार	width
बिसि	wife
हाग्रानि	wild
माबा मावनो नाजानाय	will
हाबिला	will
गोसो	will
गोसो जानाय	willing
मोनफुं	win
बार	wind
खिरकि	window
बार बारबाय थानाय	windy
जौ	wine
गोजां बोथोर	winter
हुगार	wipe
तार	wire
गियान	wisdom
गियानि	wise
गोसो खालाम	wish
हाथायनाय	wish
मोजांयै मोजां जाथों	wish you all the best
डाइनी	witch
लोगोसे	with
दारै	with
जों	with
दैखांना ला	withdraw
दैखांना लाफिननाय खामानि	withdrawal
सिमानि गेजेराव	within
गैयालासे	without
साखि	witness
गावनि मेगनजों नु	witness
सोलो	witty
सियाल	wolf
आइजो	woman
आइजो	women
देरहाबाय	won
जाया	won't
गोमोथाव	wonder
बाखनायथाव	wonderful
दंफां	wood
उल खुनदुं	wool
सोदोब	word
सोदोब	words
खामानि माव	work
खामानि	work
ब्याम खालाम	work out
खामानि मावबाय थानाय	working
बुहुम	world
मोस्रोम	worm
जामलां	worn
जिंगासिनाय	worried
जिंगासि	worry
गारजिसिन	worse
खुलुम	worship
गारजिसिन	worst
बेसेन	worth
बेसेन	worth it
बेसेन गोनां	worthy
जानो नाजानाय	would
दुखु मोननाय	wound
गोमोनाय	Wow
मेराय	wrap
राग	wrath
आखायाव गानग्रा	wrist
लिर	write
बियाव लिर	Write here
रेबनाय	writing
लिरनाय	written
गोरोन्थि	wrong
लिर	wrote
गज	yard
खुगा सियायनाय	yawn
औ	Yeah
बोसोर	year
बोसोर	years
फेंफोना	yeast
हब्रा	yell
गोमो	yellow
थार	Yes
नंगौ	Yes
औ बाबु	yes baby
अनजालि	yes dear
नंगौ आनजालु	yes dear
औ सना	yes honey
नंगौ आंनि अनजालि	yes my love
नंथारगौ	yes of course
मैया	yesterday
दासिमबो	yet
मानिना ला	yield
नों	you
नोओ	you are
नों जोबोद समायना	you are beautiful
नों जोबोर समायना	you are so beautiful
नोंथांखौ बरायो	you are welcome
नों हागोन	you can
नों मिथिगौ	You know
नोंथांआ	you too
नोंथांखौ बरायबाय	you're welcome
लाइमोन	young
नोंनि	your
बरायनाय	your welcome
नों गावनो	yourself
लायमोन	youth
बरायबाय	you’re welcome
गोथाव	yummy
लाथिख'	zero
