un	a
louzaouennoù	weed
sizhun	week
dibenn-sizhun	weekend
pouezañ	weight
pouez	weight
iskis	weird
degemer mat	welcome
hevoud	welfare
Ma	Well
puñs	Well
mat	Well
un taol-kaer	well done
a yae	went
oa	were
kornôg	west
gleb	wet
balum	whale
petra	what
ha ganeoc'h	what about you
petra emaoc'h oc'h ober	what are you doing
oc'h ober petra ober bremañ	what are you doing now
petra emaoc'h ober aze diouzhtu	what are you doing right now
petra eo ho micher	what do you do
Petra a rit er vuhez	what do you do for a living
petra a fell deoc'h lavaret	what do you mean
petra a fell deoc'h	what do you want
petra zo c'hoarvezet	what happened
petra zo	what is
petra eo	what is this
petra eo ho micher	what is your job
peanv oc'h	what is your name
petra nevez	what's up
petra eo hoc'h anv	what's your name
petra eo da anv	what's your name
ne vern	whatever
ed	wheat
rod	wheel
pegoulz	when
ne vern pegoulz	whenever
pelec'h	where
pelec'h emaoc'h	where are you
eus pelec'h oc'h	where are you from
pelec'h emaoc'h bremañ	where are you now
pelec'h emaoc'h o chom	where do you live
pelec'h emañ	where is
o vezañ ma	whereas
tra ma	whereas
pe	whether
ar pezh a	which
e-pad	while
hiboud	whisper
c'hwitellat	whistle
c'hwitell	whistle
gwenn	white
piv	who
piv oc'h-c'hwi	who are you
piv eo	who is
piv eo	who is this
holl	whole
klok	whole
hollad	whole
a	whom
a	whose
perak	why
perak ket	why not
siek	wicked
fallakr	wicked
ledan	wide
intañvez	widow
ledander	width
gwreg	wife
gouez	wild
youl	will
mennet	willing
gounit	win
avel	wind
prenestr	window
avelek	windy
gwin	wine
goañv	winter
sec'hañ	wipe
naetaaat	wipe
skarzhañ	wipe
neudenn	wire
neud-orjal	wire
kevreañ	wire
furnezh	wisdom
fur	wise
het	wish
c'hoant	wish
hetiñ	wish
hetiñ a ran ar pep gwellañ deoc'h	wish you all the best
strobinellañ	witch
gwrac'h	witch
gant	with
tennañ kuit	withdraw
en em dennañ	withdraw
emdenn	withdrawal
e-barzh	within
hep	without
test	witness
bezañ test	witness
fentus	witty
ijinus	witty
bleiz	wolf
maouez	woman
merc'hed	women
gounezet	won
ne labourin ket	won't
chom bamet	wonder
en em c'houlenn	wonder
burzhud	wonder
burzhudus	wonderful
koad	wood
gloan	wool
ger	word
gerioù	words
labour	work
kompren	work out
kavout	work out
mont en-dro	work out
o vont en-dro	working
o labourat	working
bed	world
preñv	worm
uzet	worn
teuc'h	worn
nec'het	worried
nec'h	worry
gwashoc'h	worse
azeuliñ	worship
gwashañ	worst
talvoudus	worth
talvoudegezh	worth
talvoud	worth
talvezout a ra ar boan	worth it
talvoudus	worthy
fellout a rafe	would
gloazañ	wound
gloaz	wound
Biskoazh	Wow
pakañ	wrap
goleiñ	wrap
pakad	wrap
fulor	wrath
arzorn	wrist
skrivañ	write
Skrivit amañ	Write here
o skrivañ	writing
skrid	writing
skritur	writing
skrivet	written
faos	wrong
fall	wrong
direizh	wrong
a skrive	wrote
liorzh	yard
bazailhat	yawn
bazailhadenn	yawn
ya	Yeah
bloaz	year
bloavezhioù	years
goell	yeast
blejal	yell
melen	yellow
Ya	Yes
ya labous	yes baby
ya, karedig	yes dear
ya labous	yes honey
ya, ma labousig	yes my love
ya evel-just	yes of course
dec'h	yesterday
c'hoazh	yet
produiñ	yield
produ	yield
askor	yield
c'hwi	you
c'hwi zo	you are
brav out	you are beautiful
ken brav out	you are so beautiful
deuet mat oc'h	you are welcome
gallout a rit	you can
C'hwi 'oar	You know
te ivez	you too
gant plijadur	you're welcome
yaouank	young
ho	your
eus netra	your welcome
da-unan	yourself
yaouankiz	youth
mann ebet	you’re welcome
menam	yummy
mann	zero
